x,y,t,torque,steering_angle,long_acc,long_vel,lat_acc,lat_vel,yaw_angle,yaw_rate,slip_angle_f,slip_angle_r,norm_load_f,norm_load_r,slip_angle_est_f,slip_angle_est_r,lat_for_f, lat_for_r,track_progress,error
0.297749,-0.0632489,0.461,-13.5344,-0.991373,-0.1197,0.46434,0.044198,-0.227547,-0.0414521,-0.114959,-0.00619293,-0.0051529,6345.51,6331.98,-0.0069711,-0.00581278,-30.8924,-25.7143,0.377379,-0.0605384
0.298203,-0.0634954,0.462,-13.435,-0.991373,-0.119115,0.464221,0.0441546,-0.227503,-0.0416085,-0.114926,-0.00617729,-0.00510627,6345.46,6332.03,-0.00695355,-0.00576013,-30.8146,-25.4821,0.377379,-0.0605384
0.298657,-0.063742,0.463,-13.336,-0.991373,-0.118529,0.464103,0.0441087,-0.227459,-0.041765,-0.114894,-0.00616104,-0.00506126,6345.41,6332.08,-0.00693531,-0.00570932,-30.7337,-25.2579,0.377379,-0.0605384
0.299111,-0.0639886,0.464,-13.336,-0.991373,-0.118452,0.463984,0.0443123,-0.227415,-0.0419216,-0.114862,-0.00614423,-0.00501784,6345.41,6332.08,-0.00691638,-0.00566034,-30.65,-25.0416,0.377379,-0.0605384
0.299565,-0.0642352,0.465,-13.1392,-0.991373,-0.117361,0.463867,0.0440091,-0.227371,-0.0420784,-0.11483,-0.00612752,-0.0049753,6345.32,6332.18,-0.00689769,-0.00561227,-30.5669,-24.8298,0.377379,-0.0605384
0.300019,-0.0644818,0.466,-13.041,-0.991373,-0.116774,0.46375,0.0439545,-0.227327,-0.0422353,-0.114799,-0.00610965,-0.00493491,6345.27,6332.23,-0.00687763,-0.00556666,-30.478,-24.6285,0.377379,-0.0605384
0.300473,-0.0647285,0.467,-12.9437,-0.991373,-0.11619,0.463634,0.0438987,-0.227283,-0.0423923,-0.114768,-0.00609132,-0.00489595,6345.22,6332.27,-0.00685705,-0.00552267,-30.3867,-24.4345,0.377379,-0.0605384
0.300926,-0.0649752,0.468,-12.9437,-0.991373,-0.116106,0.463518,0.0440882,-0.227239,-0.0425494,-0.114737,-0.00607256,-0.00485838,6345.22,6332.27,-0.00683593,-0.0054803,-30.2934,-24.2473,0.377379,-0.0605384
0.30138,-0.0652219,0.469,-12.7504,-0.991373,-0.115026,0.463403,0.0437797,-0.227195,-0.0427066,-0.114707,-0.00605404,-0.00482155,6345.12,6332.37,-0.00681518,-0.00543866,-30.2012,-24.0638,0.377379,-0.0605384
0.301833,-0.0654686,0.47,-12.6539,-0.990963,-0.112867,0.46329,0.0452807,-0.22715,-0.042864,-0.114675,-0.00562465,-0.00478666,6345.07,6332.42,-0.00633186,-0.00539927,-28.0637,-23.89,0.377379,-0.0605384
0.302286,-0.0657153,0.471,-12.5584,-0.990963,-0.112339,0.463178,0.0451763,-0.227105,-0.0430215,-0.114644,-0.00561883,-0.00474907,6345.02,6332.47,-0.00632535,-0.00535683,-28.0347,-23.7028,0.377379,-0.0605384
0.302739,-0.0659621,0.472,-12.4638,-0.990963,-0.111814,0.463066,0.0450722,-0.22706,-0.0431792,-0.114613,-0.00561219,-0.00471296,6344.98,6332.51,-0.00631792,-0.00531605,-28.0016,-23.5228,0.377379,-0.0605384
0.303191,-0.0662089,0.473,-12.3696,-0.990963,-0.111287,0.462954,0.0449668,-0.227015,-0.0433369,-0.114582,-0.00560477,-0.00467826,6344.93,6332.56,-0.00630961,-0.00527687,-27.9647,-23.35,0.386472,-0.0654686
0.303644,-0.0664557,0.474,-12.2758,-0.990963,-0.11076,0.462844,0.0448603,-0.22697,-0.0434948,-0.114552,-0.00559661,-0.00464493,6344.88,6332.61,-0.00630048,-0.00523925,-27.9241,-23.1839,0.386472,-0.0654686
0.304096,-0.0667025,0.475,-12.1824,-0.990963,-0.110233,0.462733,0.0447526,-0.226925,-0.0436528,-0.114523,-0.00558776,-0.00461294,6344.84,6332.65,-0.00629056,-0.00520312,-27.88,-23.0245,0.386472,-0.0654686
0.304549,-0.0669494,0.476,-12.0894,-0.990963,-0.109705,0.462624,0.0446437,-0.22688,-0.043811,-0.114493,-0.00557826,-0.00458223,6344.79,6332.7,-0.00627991,-0.00516844,-27.8327,-22.8715,0.386472,-0.0654686
0.305001,-0.0671963,0.477,-11.9969,-0.990963,-0.109177,0.462515,0.0445337,-0.226836,-0.0439693,-0.114464,-0.00556814,-0.00455276,6344.74,6332.75,-0.00626857,-0.00513517,-27.7824,-22.7247,0.386472,-0.0654686
0.305453,-0.0674432,0.478,-11.9047,-0.990963,-0.108649,0.462406,0.0444225,-0.226791,-0.0441277,-0.114436,-0.00555745,-0.0045245,6344.7,6332.79,-0.00625657,-0.00510326,-27.7291,-22.5839,0.386472,-0.0654686
0.305905,-0.0676901,0.479,-11.8129,-0.990963,-0.108121,0.462298,0.0443102,-0.226747,-0.0442862,-0.114407,-0.00554621,-0.00449741,6344.65,6332.84,-0.00624396,-0.00507266,-27.6731,-22.4489,0.386472,-0.0654686
0.306356,-0.067937,0.48,-11.7216,-0.990553,-0.10602,0.462192,0.0457628,-0.226701,-0.0444449,-0.114377,-0.00512472,-0.00447144,6344.61,6332.88,-0.00576949,-0.00504334,-25.5742,-22.3195,0.386472,-0.0654686
0.306808,-0.068184,0.481,-11.6307,-0.990553,-0.105546,0.462086,0.0456088,-0.226656,-0.0446037,-0.114348,-0.00512659,-0.00444258,6344.56,6332.93,-0.00577164,-0.00501075,-25.5835,-22.1756,0.386472,-0.0654686
0.307259,-0.068431,0.482,-11.5407,-0.990553,-0.105073,0.461981,0.0454562,-0.22661,-0.0447626,-0.114319,-0.00512749,-0.00441502,6344.52,6332.98,-0.00577269,-0.00497962,-25.588,-22.0383,0.386472,-0.0654686
0.307711,-0.068678,0.483,-11.4511,-0.990553,-0.104599,0.461877,0.0453036,-0.226565,-0.0449216,-0.11429,-0.00512748,-0.0043887,6344.47,6333.02,-0.00577272,-0.00494991,-25.5879,-21.9071,0.386472,-0.0654686
0.308162,-0.068925,0.484,-11.3619,-0.990553,-0.104124,0.461772,0.0451509,-0.22652,-0.0450808,-0.114262,-0.00512658,-0.00436359,6344.43,6333.06,-0.00577175,-0.00492155,-25.5834,-21.782,0.386472,-0.0654686
0.308613,-0.0691721,0.485,-11.2731,-0.990553,-0.103648,0.461669,0.0449981,-0.226475,-0.0452401,-0.114234,-0.00512487,-0.00433965,6344.38,6333.11,-0.00576986,-0.00489451,-25.5749,-21.6627,0.386472,-0.0654686
0.309064,-0.0694191,0.486,-11.1847,-0.990553,-0.10317,0.461566,0.0448452,-0.22643,-0.0453996,-0.114206,-0.00512236,-0.00431683,6344.34,6333.15,-0.00576708,-0.00486874,-25.5624,-21.549,0.386472,-0.0654686
0.309514,-0.0696662,0.487,-11.0966,-0.990553,-0.102692,0.461463,0.0446921,-0.226385,-0.0455592,-0.114179,-0.00511911,-0.00429509,6344.29,6333.2,-0.00576346,-0.0048442,-25.5462,-21.4407,0.386472,-0.0654686
0.309965,-0.0699133,0.488,-11.009,-0.990553,-0.102214,0.461361,0.044539,-0.226341,-0.0457189,-0.114152,-0.00511516,-0.00427441,6344.25,6333.24,-0.00575904,-0.00482083,-25.5265,-21.3376,0.386472,-0.0654686
0.310415,-0.0701605,0.489,-10.9217,-0.990553,-0.101735,0.461259,0.0443857,-0.226296,-0.0458787,-0.114125,-0.00511053,-0.00425474,6344.21,6333.28,-0.00575388,-0.00479861,-25.5035,-21.2395,0.386472,-0.0654686
0.310866,-0.0704076,0.49,-10.8349,-0.990143,-0.0996829,0.461159,0.0457995,-0.226251,-0.0460387,-0.114097,-0.00469563,-0.00423604,6344.16,6333.33,-0.00528678,-0.00477749,-23.4366,-21.1463,0.386472,-0.0654686
0.311316,-0.0706548,0.491,-10.7484,-0.990143,-0.0992568,0.46106,0.0456063,-0.226205,-0.0461988,-0.114069,-0.00470391,-0.00421429,6344.12,6333.37,-0.00529615,-0.00475293,-23.4779,-21.0379,0.386472,-0.0654686
0.311766,-0.070902,0.492,-10.6628,-0.990143,-0.0988315,0.460961,0.0454156,-0.22616,-0.046359,-0.114042,-0.0047111,-0.0041937,6344.08,6333.41,-0.00530428,-0.00472967,-23.5137,-20.9353,0.386472,-0.0654686
0.312216,-0.0711493,0.493,-10.5776,-0.990143,-0.0984042,0.460863,0.0452257,-0.226114,-0.0465194,-0.114015,-0.00471726,-0.00417421,6344.03,6333.46,-0.00531124,-0.00470766,-23.5444,-20.8382,0.395505,-0.0704076
0.312665,-0.0713965,0.494,-10.4928,-0.990143,-0.0979751,0.460765,0.0450366,-0.226069,-0.0466799,-0.113988,-0.00472243,-0.00415579,6343.99,6333.5,-0.0053171,-0.00468685,-23.5702,-20.7463,0.395505,-0.0704076
0.313115,-0.0716438,0.495,-10.4084,-0.990143,-0.0975445,0.460667,0.0448484,-0.226024,-0.0468406,-0.113962,-0.00472665,-0.00413839,6343.95,6333.54,-0.00532189,-0.00466721,-23.5912,-20.6597,0.395505,-0.0704076
0.313564,-0.0718911,0.496,-10.3243,-0.990143,-0.0971123,0.46057,0.0446609,-0.22598,-0.0470013,-0.113936,-0.00472999,-0.00412199,6343.91,6333.58,-0.00532568,-0.00464868,-23.6078,-20.5779,0.395505,-0.0704076
0.314014,-0.0721384,0.497,-10.2406,-0.990143,-0.096679,0.460473,0.0444741,-0.225935,-0.0471622,-0.11391,-0.00473247,-0.00410654,6343.87,6333.63,-0.00532851,-0.00463122,-23.6202,-20.5009,0.395505,-0.0704076
0.314463,-0.0723858,0.498,-10.1572,-0.990143,-0.0962445,0.460377,0.0442881,-0.225891,-0.0473233,-0.113884,-0.00473413,-0.00409201,6343.82,6333.67,-0.00533042,-0.0046148,-23.6285,-20.4285,0.395505,-0.0704076
0.314912,-0.0726331,0.499,-10.1572,-0.989734,-0.0946656,0.460283,0.0458827,-0.225845,-0.0474845,-0.113857,-0.00432546,-0.00407836,6343.82,6333.67,-0.00487027,-0.00459941,-21.5921,-20.3604,0.395505,-0.0704076
0.315361,-0.0728805,0.5,-9.99166,-0.989734,-0.0938568,0.460189,0.0454464,-0.2258,-0.0476458,-0.113831,-0.00434034,-0.00406102,6343.74,6333.75,-0.00488708,-0.0045798,-21.6662,-20.274,0.395505,-0.0704076
0.31581,-0.0731279,0.501,-9.9096,-0.989734,-0.0934723,0.460095,0.0452243,-0.225754,-0.0478072,-0.113804,-0.00435342,-0.00404531,6343.7,6333.79,-0.00490185,-0.00456204,-21.7314,-20.1957,0.395505,-0.0704076
0.316259,-0.0733754,0.502,-9.82826,-0.989734,-0.0930872,0.460002,0.0450048,-0.225709,-0.0479688,-0.113779,-0.00436534,-0.00403061,6343.66,6333.83,-0.0049153,-0.00454544,-21.7908,-20.1224,0.395505,-0.0704076
0.316707,-0.0736228,0.503,-9.74727,-0.989734,-0.0926996,0.459909,0.0447869,-0.225665,-0.0481305,-0.113753,-0.00437614,-0.00401689,6343.62,6333.87,-0.0049275,-0.00452994,-21.8447,-20.054,0.395505,-0.0704076
0.317156,-0.0738703,0.504,-9.66662,-0.989734,-0.0923099,0.459817,0.0445706,-0.22562,-0.0482924,-0.113728,-0.00438589,-0.00400411,6343.58,6333.91,-0.0049385,-0.0045155,-21.8932,-19.9903,0.395505,-0.0704076
0.317604,-0.0741178,0.505,-9.58632,-0.989734,-0.0919183,0.459725,0.0443557,-0.225576,-0.0484544,-0.113703,-0.00439462,-0.00399223,6343.54,6333.95,-0.00494836,-0.00450208,-21.9367,-19.9311,0.395505,-0.0704076
0.318052,-0.0743653,0.506,-9.50637,-0.989734,-0.0915248,0.459634,0.0441423,-0.225532,-0.0486165,-0.113678,-0.00440238,-0.00398123,6343.5,6333.99,-0.00495713,-0.00448964,-21.9754,-19.8762,0.395505,-0.0704076
0.3185,-0.0746129,0.507,-9.42676,-0.989734,-0.0911296,0.459543,0.0439304,-0.225488,-0.0487788,-0.113654,-0.00440921,-0.00397105,6343.46,6334.03,-0.00496486,-0.00447814,-22.0095,-19.8255,0.395505,-0.0704076
0.318948,-0.0748605,0.508,-9.34751,-0.989734,-0.090733,0.459452,0.0437198,-0.225444,-0.0489412,-0.11363,-0.00441517,-0.00396168,6343.42,6334.07,-0.0049716,-0.00446754,-22.0392,-19.7788,0.395505,-0.0704076
0.319396,-0.0751081,0.509,-9.34751,-0.989734,-0.0907422,0.459361,0.0437119,-0.2254,-0.0491038,-0.113606,-0.00442028,-0.00395308,6343.42,6334.07,-0.00497735,-0.00445785,-22.0646,-19.736,0.395505,-0.0704076
0.319843,-0.0753557,0.51,-9.19004,-0.989324,-0.0883673,0.459273,0.0448718,-0.225355,-0.0492664,-0.113581,-0.00401557,-0.00394471,6343.34,6334.15,-0.0045217,-0.00444835,-20.0475,-19.6942,0.395505,-0.0704076
0.320291,-0.0756033,0.511,-9.11148,-0.989324,-0.088019,0.459185,0.0446244,-0.225311,-0.0494293,-0.113556,-0.00403331,-0.00393356,6343.3,6334.19,-0.00454169,-0.00443575,-20.1359,-19.6387,0.395505,-0.0704076
0.320738,-0.075851,0.512,-9.03418,-0.989324,-0.0876724,0.459097,0.0443818,-0.225266,-0.0495922,-0.113532,-0.00404978,-0.00392334,6343.26,6334.23,-0.00456027,-0.0044242,-20.218,-19.5877,0.395505,-0.0704076
0.321186,-0.0760987,0.513,-8.95722,-0.989324,-0.0873231,0.45901,0.0441413,-0.225222,-0.0497553,-0.113507,-0.00406505,-0.00391401,6343.22,6334.27,-0.0045775,-0.00441364,-20.2942,-19.5412,0.404483,-0.0753557
0.321633,-0.0763464,0.514,-8.88058,-0.989324,-0.0869712,0.458923,0.0439031,-0.225178,-0.0499186,-0.113484,-0.00407918,-0.00390552,6343.19,6334.31,-0.00459343,-0.00440404,-20.3646,-19.4988,0.404483,-0.0753557
0.32208,-0.0765942,0.515,-8.88058,-0.989324,-0.0870106,0.458836,0.0438616,-0.225134,-0.0500819,-0.11346,-0.00409221,-0.00389784,6343.19,6334.31,-0.00460811,-0.00439539,-20.4295,-19.4606,0.404483,-0.0753557
0.322527,-0.076842,0.516,-8.80426,-0.989324,-0.0866543,0.458749,0.0436266,-0.225091,-0.0502455,-0.113436,-0.00410469,-0.00389045,6343.15,6334.34,-0.00462219,-0.00438703,-20.4918,-19.4237,0.404483,-0.0753557
0.322974,-0.0770898,0.517,-8.65228,-0.989324,-0.0859037,0.458663,0.0431996,-0.225048,-0.0504091,-0.113413,-0.00411615,-0.00388383,6343.07,6334.42,-0.00463515,-0.00437951,-20.5489,-19.3907,0.404483,-0.0753557
0.32342,-0.0773376,0.518,-8.57661,-0.989324,-0.0855413,0.458578,0.0429686,-0.225005,-0.0505729,-0.113391,-0.00412612,-0.00387843,6343.03,6334.46,-0.00464641,-0.0043734,-20.5986,-19.3638,0.404483,-0.0753557
0.323867,-0.0775854,0.519,-8.57661,-0.989324,-0.0855659,0.458492,0.0429318,-0.224962,-0.0507369,-0.113368,-0.00413518,-0.00387372,6343.03,6334.46,-0.0046566,-0.00436809,-20.6437,-19.3404,0.404483,-0.0753557
0.324313,-0.0778333,0.52,-8.42695,-0.988915,-0.0832471,0.458409,0.0440845,-0.224918,-0.0509009,-0.113344,-0.0037343,-0.00386919,6342.96,6334.53,-0.00420523,-0.00436292,-18.6453,-19.3177,0.404483,-0.0753557
0.324759,-0.0780812,0.521,-8.35228,-0.988915,-0.0829339,0.458326,0.0438192,-0.224874,-0.0510652,-0.11332,-0.00375587,-0.00386175,6342.92,6334.57,-0.00422954,-0.0043545,-18.7528,-19.2806,0.404483,-0.0753557
0.325206,-0.0783291,0.522,-8.27884,-0.988915,-0.082622,0.458243,0.0435591,-0.22483,-0.0512295,-0.113297,-0.00377611,-0.00385516,6342.89,6334.61,-0.00425236,-0.00434705,-18.8537,-19.2478,0.404483,-0.0753557
0.325652,-0.0785771,0.523,-8.20571,-0.988915,-0.082307,0.458161,0.0433017,-0.224787,-0.051394,-0.113274,-0.00379508,-0.00384937,6342.85,6334.64,-0.00427375,-0.0043405,-18.9483,-19.2189,0.404483,-0.0753557
0.326098,-0.0788251,0.524,-8.13289,-0.988915,-0.081989,0.458079,0.0430471,-0.224744,-0.0515587,-0.113251,-0.00381284,-0.00384436,6342.81,6334.68,-0.00429377,-0.00433482,-19.0369,-19.194,0.404483,-0.0753557
0.326543,-0.0790731,0.525,-8.06037,-0.988915,-0.0816683,0.457997,0.042795,-0.224701,-0.0517235,-0.113229,-0.00382943,-0.00384008,6342.78,6334.72,-0.00431248,-0.00432997,-19.1196,-19.1726,0.404483,-0.0753557
0.326989,-0.0793211,0.526,-7.98817,-0.988915,-0.081345,0.457916,0.0425455,-0.224659,-0.0518884,-0.113207,-0.00384491,-0.00383651,6342.74,6334.75,-0.00432994,-0.00432592,-19.1968,-19.1548,0.404483,-0.0753557
0.327435,-0.0795692,0.527,-7.91628,-0.988915,-0.0810194,0.457835,0.0422984,-0.224616,-0.0520535,-0.113185,-0.00385933,-0.00383361,6342.7,6334.79,-0.00434619,-0.00432263,-19.2686,-19.1404,0.404483,-0.0753557
0.32788,-0.0798173,0.528,-7.91628,-0.988915,-0.0810608,0.457754,0.0422363,-0.224574,-0.0522187,-0.113163,-0.00387272,-0.00383135,6342.7,6334.79,-0.00436127,-0.00432008,-19.3354,-19.1291,0.404483,-0.0753557
0.328325,-0.0800654,0.529,-7.8447,-0.988915,-0.080731,0.457673,0.0419931,-0.224532,-0.052384,-0.113142,-0.0038856,-0.00382925,6342.67,6334.82,-0.00437581,-0.00431769,-19.3996,-19.1186,0.404483,-0.0753557
0.328771,-0.0803135,0.53,-7.70216,-0.988915,-0.0800316,0.457593,0.0415704,-0.22449,-0.0525496,-0.113121,-0.00389753,-0.00382775,6342.6,6334.89,-0.00438929,-0.00431595,-19.4591,-19.1112,0.404483,-0.0753557
0.329216,-0.0805617,0.531,-7.6312,-0.988505,-0.078127,0.457515,0.0429038,-0.224448,-0.0527152,-0.113098,-0.00349846,-0.00382729,6342.56,6334.93,-0.00393989,-0.00431541,-17.4693,-19.1089,0.404483,-0.0753557
0.329661,-0.0808099,0.532,-7.56087,-0.988505,-0.0778458,0.457437,0.0426282,-0.224405,-0.052881,-0.113076,-0.00352242,-0.00382333,6342.53,6334.97,-0.0039669,-0.00431091,-17.5888,-19.0891,0.404483,-0.0753557
0.330106,-0.0810581,0.533,-7.49142,-0.988505,-0.077564,0.45736,0.0423574,-0.224363,-0.0530469,-0.113054,-0.00354504,-0.00382012,6342.49,6335,-0.00399239,-0.00430728,-17.7015,-19.0731,0.41341,-0.0803135
0.33055,-0.0813064,0.534,-7.42226,-0.988505,-0.0772789,0.457282,0.0420897,-0.22432,-0.053213,-0.113033,-0.00356636,-0.00381763,6342.46,6335.03,-0.00401642,-0.00430445,-17.8079,-19.0607,0.41341,-0.0803135
0.330995,-0.0815546,0.535,-7.3534,-0.988505,-0.0769906,0.457205,0.041825,-0.224279,-0.0533792,-0.113011,-0.00358644,-0.00381583,6342.42,6335.07,-0.00403906,-0.00430239,-17.908,-19.0517,0.41341,-0.0803135
0.331439,-0.0818029,0.536,-7.28482,-0.988505,-0.0766995,0.457129,0.0415633,-0.224237,-0.0535456,-0.11299,-0.00360534,-0.00381468,6342.39,6335.1,-0.00406036,-0.00430107,-18.0022,-19.046,0.41341,-0.0803135
0.331884,-0.0820513,0.537,-7.21654,-0.988505,-0.0764055,0.457052,0.0413045,-0.224196,-0.0537121,-0.11297,-0.0036231,-0.00381416,6342.35,6335.14,-0.00408039,-0.00430046,-18.0908,-19.0434,0.41341,-0.0803135
0.332328,-0.0822996,0.538,-7.14855,-0.988505,-0.0761091,0.456976,0.0410485,-0.224155,-0.0538788,-0.112949,-0.00363977,-0.00381422,6342.32,6335.17,-0.00409918,-0.00430051,-18.1739,-19.0437,0.41341,-0.0803135
0.332772,-0.082548,0.539,-7.14855,-0.988505,-0.0761595,0.4569,0.0409678,-0.224114,-0.0540456,-0.112929,-0.00365539,-0.00381486,6342.32,6335.17,-0.00411678,-0.00430122,-18.2518,-19.0469,0.41341,-0.0803135
0.333216,-0.0827965,0.54,-7.01346,-0.988505,-0.0755108,0.456824,0.0405445,-0.224073,-0.0542125,-0.112909,-0.00367046,-0.00381559,6342.25,6335.24,-0.0041338,-0.004302,-18.327,-19.0505,0.41341,-0.0803135
0.33366,-0.0830449,0.541,-6.94605,-0.988095,-0.073637,0.456751,0.0418692,-0.224031,-0.0543796,-0.112887,-0.00327437,-0.00381729,6342.22,6335.27,-0.00368773,-0.0043039,-16.3517,-19.059,0.41341,-0.0803135
0.334104,-0.0832934,0.542,-6.87924,-0.988095,-0.073386,0.456677,0.0415837,-0.22399,-0.0545469,-0.112866,-0.00330141,-0.00381543,6342.19,6335.31,-0.0037182,-0.00430178,-16.4866,-19.0498,0.41341,-0.0803135
0.334548,-0.0835419,0.543,-6.8133,-0.988095,-0.0731341,0.456604,0.0413033,-0.223948,-0.0547143,-0.112845,-0.00332704,-0.00381428,6342.15,6335.34,-0.00374708,-0.00430046,-16.6144,-19.044,0.41341,-0.0803135
0.334991,-0.0837904,0.544,-6.74762,-0.988095,-0.0728785,0.456531,0.0410263,-0.223907,-0.0548818,-0.112824,-0.00335131,-0.00381381,6342.12,6335.37,-0.00377443,-0.0042999,-16.7354,-19.0417,0.41341,-0.0803135
0.335435,-0.084039,0.545,-6.68222,-0.988095,-0.0726195,0.456459,0.0407527,-0.223867,-0.0550495,-0.112804,-0.00337428,-0.00381397,6342.09,6335.4,-0.00380032,-0.00430007,-16.85,-19.0425,0.41341,-0.0803135
0.335878,-0.0842876,0.546,-6.61709,-0.988095,-0.0723573,0.456386,0.0404825,-0.223826,-0.0552173,-0.112784,-0.003396,-0.00381475,6342.05,6335.44,-0.00382481,-0.00430092,-16.9583,-19.0464,0.41341,-0.0803135
0.336322,-0.0845362,0.547,-6.55224,-0.988095,-0.072092,0.456314,0.0402155,-0.223786,-0.0553853,-0.112764,-0.00341654,-0.00381611,6342.02,6335.47,-0.00384796,-0.00430243,-17.0607,-19.0531,0.41341,-0.0803135
0.336765,-0.0847849,0.548,-6.48766,-0.988095,-0.0718238,0.456242,0.0399516,-0.223746,-0.0555534,-0.112745,-0.00343592,-0.00381802,6341.99,6335.5,-0.00386981,-0.00430456,-17.1574,-19.0627,0.41341,-0.0803135
0.337208,-0.0850336,0.549,-6.42336,-0.988095,-0.071553,0.456171,0.0396908,-0.223706,-0.0557217,-0.112725,-0.00345421,-0.00382046,6341.96,6335.53,-0.00389043,-0.00430729,-17.2486,-19.0748,0.41341,-0.0803135
0.337651,-0.0852823,0.55,-6.35934,-0.987685,-0.0697106,0.456101,0.0410079,-0.223665,-0.0558901,-0.112704,-0.00306153,-0.00382339,6341.93,6335.57,-0.00344818,-0.00431057,-15.29,-19.0894,0.41341,-0.0803135
0.338094,-0.0855311,0.551,-6.2956,-0.987685,-0.0694891,0.456032,0.0407128,-0.223625,-0.0560587,-0.112684,-0.0030921,-0.00382273,6341.89,6335.6,-0.00348262,-0.00430981,-15.4425,-19.0862,0.41341,-0.0803135
0.338536,-0.0857798,0.552,-6.23269,-0.987685,-0.0692663,0.455962,0.0404231,-0.223584,-0.0562274,-0.112664,-0.00312116,-0.00382278,6341.86,6335.63,-0.00351537,-0.00430984,-15.5875,-19.0864,0.41341,-0.0803135
0.338979,-0.0860286,0.553,-6.17005,-0.987685,-0.0690394,0.455893,0.0401372,-0.223544,-0.0563963,-0.112644,-0.00314878,-0.00382348,6341.83,6335.66,-0.0035465,-0.00431061,-15.7253,-19.0899,0.42229,-0.0852823
0.339421,-0.0862775,0.554,-6.10766,-0.987685,-0.0688087,0.455825,0.0398551,-0.223504,-0.0565653,-0.112624,-0.00317502,-0.00382481,6341.8,6335.69,-0.00357606,-0.00431209,-15.8561,-19.0965,0.42229,-0.0852823
0.339864,-0.0865264,0.555,-6.04552,-0.987685,-0.0685742,0.455756,0.0395766,-0.223465,-0.0567345,-0.112605,-0.00319992,-0.00382673,6341.77,6335.72,-0.00360414,-0.00431424,-15.9804,-19.1061,0.42229,-0.0852823
0.340306,-0.0867753,0.556,-5.98365,-0.987685,-0.0683364,0.455688,0.0393017,-0.223425,-0.0569038,-0.112586,-0.00322356,-0.00382922,6341.74,6335.75,-0.00363077,-0.00431702,-16.0983,-19.1185,0.42229,-0.0852823
0.340748,-0.0870242,0.557,-5.98365,-0.987685,-0.0684132,0.455619,0.0391871,-0.223386,-0.0570733,-0.112567,-0.00324597,-0.00383225,6341.74,6335.75,-0.00365601,-0.00432043,-16.21,-19.1336,0.42229,-0.0852823
0.34119,-0.0872732,0.558,-5.86067,-0.987685,-0.0678527,0.455551,0.038762,-0.223347,-0.0572429,-0.112548,-0.00326761,-0.00383538,6341.68,6335.82,-0.00368043,-0.00432392,-16.318,-19.1492,0.42229,-0.0852823
0.341632,-0.0875222,0.559,-5.79931,-0.987685,-0.0676042,0.455484,0.0384965,-0.223309,-0.0574127,-0.11253,-0.0032877,-0.00383941,6341.65,6335.85,-0.00370308,-0.00432844,-16.4182,-19.1693,0.42229,-0.0852823
0.342074,-0.0877712,0.56,-5.73847,-0.987275,-0.0657852,0.455418,0.0398117,-0.223269,-0.0575826,-0.11251,-0.00289655,-0.00384389,6341.62,6335.88,-0.00326252,-0.00433348,-14.467,-19.1917,0.42229,-0.0852823
0.342516,-0.0880203,0.561,-5.67791,-0.987275,-0.0655872,0.455352,0.0395129,-0.22323,-0.0577527,-0.11249,-0.0029289,-0.00384474,6341.58,6335.91,-0.00329898,-0.00433441,-14.6284,-19.1959,0.42229,-0.0852823
0.342958,-0.0882694,0.562,-5.61817,-0.987275,-0.0653877,0.455287,0.0392198,-0.22319,-0.0579229,-0.112471,-0.00295972,-0.00384624,6341.55,6335.94,-0.00333371,-0.00433608,-14.7821,-19.2034,0.42229,-0.0852823
0.343399,-0.0885185,0.563,-5.55866,-0.987275,-0.0651839,0.455222,0.0389307,-0.223151,-0.0580933,-0.112452,-0.00298907,-0.00384836,6341.53,6335.97,-0.00336678,-0.00433845,-14.9286,-19.214,0.42229,-0.0852823
0.343841,-0.0887677,0.564,-5.4994,-0.987275,-0.0649761,0.455157,0.0386456,-0.223113,-0.0582638,-0.112434,-0.00301701,-0.00385107,6341.5,6336,-0.00339826,-0.00434149,-15.0679,-19.2275,0.42229,-0.0852823
0.344282,-0.0890169,0.565,-5.44038,-0.987275,-0.0647645,0.455092,0.0383643,-0.223074,-0.0584345,-0.112415,-0.00304359,-0.00385434,6341.47,6336.03,-0.00342822,-0.00434516,-15.2006,-19.2438,0.42229,-0.0852823
0.344723,-0.0892661,0.566,-5.38161,-0.987275,-0.0645493,0.455028,0.0380867,-0.223036,-0.0586053,-0.112397,-0.00306888,-0.00385814,6341.44,6336.05,-0.00345672,-0.00434942,-15.3267,-19.2627,0.42229,-0.0852823
0.345164,-0.0895154,0.567,-5.32308,-0.987275,-0.0643306,0.454963,0.0378128,-0.222998,-0.0587763,-0.112379,-0.00309292,-0.00386244,6341.41,6336.08,-0.00348381,-0.00435424,-15.4466,-19.2841,0.42229,-0.0852823
0.345605,-0.0897646,0.568,-5.26479,-0.987275,-0.0641088,0.454899,0.0375425,-0.222961,-0.0589474,-0.112361,-0.00311575,-0.00386721,6341.38,6336.11,-0.00350955,-0.0043596,-15.5605,-19.3079,0.42229,-0.0852823
0.346046,-0.090014,0.569,-5.20675,-0.987275,-0.0638839,0.454835,0.0372756,-0.222924,-0.0591187,-0.112344,-0.00313744,-0.00387242,6341.35,6336.14,-0.003534,-0.00436546,-15.6687,-19.3339,0.42229,-0.0852823
0.346487,-0.0902633,0.57,-5.14897,-0.986865,-0.0620864,0.454773,0.0385909,-0.222885,-0.0592902,-0.112325,-0.00274756,-0.00387806,6341.32,6336.17,-0.00309485,-0.0043718,-13.7236,-19.362,0.42229,-0.0852823
